Scheme,Category,State,Year,Budget_Crore,Beneficiaries_Lakhs,Growth_Percent,Utilization_Percent,Impact_Score,Citizen_Satisfaction,Infrastructure_Score,Digital_Access_Percent,Budget_Per_Beneficiary,Efficiency_Score
Universal Immunisation Programme,Healthcare,Madhya Pradesh,2025,52382.74,483.29,35.08,53.21,257.16,85.72,47.65,71.6,108.39,136.83
Universal Immunisation Programme,Healthcare,Madhya Pradesh,2026,54985.32,105.39,3.42,55.3,58.28,89.51,86.88,52.82,521.73,32.23
Universal Immunisation Programme,Healthcare,Odisha,2022,79695.7,461.22,39.83,55.49,255.93,81.67,79.03,62.36,172.79,142.02
Universal Immunisation Programme,Healthcare,Odisha,2023,72939.88,21.26,34.34,68.09,14.48,53.54,86.32,68.89,3430.85,9.86
Universal Immunisation Programme,Healthcare,Odisha,2024,73195.05,225.18,43.81,52.8,118.9,89.53,47.15,42.71,325.05,62.78
Universal Immunisation Programme,Healthcare,Odisha,2025,56485.34,344.09,63.05,89.2,306.93,66.88,52.9,60.25,164.16,273.78
Universal Immunisation Programme,Healthcare,Odisha,2026,73539.11,36.08,70.56,83.35,30.07,93.3,68.24,89.27,2038.22,25.06
Universal Immunisation Programme,Healthcare,Assam,2022,107201.11,306.64,78.6,77.17,236.63,78.03,96.49,33.81,349.6,182.61
Universal Immunisation Programme,Healthcare,Assam,2023,83844.18,96.07,17.38,70.33,67.57,64.91,33.66,98.4,872.74,47.52
Universal Immunisation Programme,Healthcare,Assam,2024,64814.08,477.39,79.69,70.41,336.13,96.26,70.85,63.16,135.77,236.67
Universal Immunisation Programme,Healthcare,Assam,2025,92323.93,485.2,2.01,86.99,422.08,57.47,78.63,65.26,190.28,367.17
Universal Immunisation Programme,Healthcare,Assam,2026,60600.36,194.46,-1.01,81.73,158.93,75.57,86.5,93.15,311.63,129.89
Universal Immunisation Programme,Healthcare,Telangana,2022,70506.47,339.52,48.73,66.77,226.7,81.12,78.31,87.68,207.67,151.37
Universal Immunisation Programme,Healthcare,Telangana,2023,100772.01,370.11,39.69,62.91,232.84,56.13,60.93,69.19,272.28,146.48
Universal Immunisation Programme,Healthcare,Telangana,2024,57422.6,123.71,8.79,62.61,77.45,47.85,64.63,24.32,464.17,48.49
Universal Immunisation Programme,Healthcare,Telangana,2025,96714.27,204.16,34.16,86.97,177.56,47.67,32.84,96.92,473.72,154.42
Universal Immunisation Programme,Healthcare,Telangana,2026,59552.27,372.02,61.53,56.8,211.31,50.58,57.21,44.96,160.08,120.02
Universal Immunisation Programme,Healthcare,Andhra Pradesh,2022,57924.56,428.13,61.73,87.21,373.37,57.82,73.0,35.97,135.3,325.62
Universal Immunisation Programme,Healthcare,Andhra Pradesh,2023,99871.98,155.38,77.09,59.26,92.08,90.12,53.18,28.45,642.76,54.57
Universal Immunisation Programme,Healthcare,Andhra Pradesh,2024,57044.77,50.0,76.11,91.55,45.77,91.78,73.42,48.49,1140.9,41.9
Universal Immunisation Programme,Healthcare,Andhra Pradesh,2025,66508.63,248.97,60.97,52.62,131.01,89.7,58.31,70.05,267.14,68.94
Universal Immunisation Programme,Healthcare,Andhra Pradesh,2026,53718.76,348.32,9.52,91.04,317.11,90.16,76.96,54.44,154.22,288.7
ABDM Digital Health Mission,Healthcare,Karnataka,2022,53902.82,338.09,54.64,64.89,219.39,67.07,72.87,57.48,159.43,142.36
ABDM Digital Health Mission,Healthcare,Karnataka,2023,83018.24,418.93,83.65,66.53,278.71,96.98,62.23,72.94,198.17,185.43
ABDM Digital Health Mission,Healthcare,Karnataka,2024,50294.93,129.3,-1.37,77.89,100.71,48.54,85.93,75.47,388.98,78.44
ABDM Digital Health Mission,Healthcare,Karnataka,2025,60917.85,342.33,37.61,92.71,317.37,96.69,82.12,43.53,177.95,294.23
ABDM Digital Health Mission,Healthcare,Karnataka,2026,84509.1,390.02,12.57,97.42,379.96,41.13,80.26,99.27,216.68,370.16
ABDM Digital Health Mission,Healthcare,Maharashtra,2022,97081.64,229.58,64.58,67.7,155.43,91.41,80.49,30.74,422.87,105.23
ABDM Digital Health Mission,Healthcare,Maharashtra,2023,78258.26,198.02,30.85,99.45,196.93,74.39,91.97,77.38,395.2,195.85
ABDM Digital Health Mission,Healthcare,Maharashtra,2024,68267.05,464.2,77.89,65.81,305.49,62.54,69.81,20.11,147.06,201.04
ABDM Digital Health Mission,Healthcare,Maharashtra,2025,52347.63,96.72,49.35,96.21,93.05,62.36,99.27,87.92,541.23,89.52
ABDM Digital Health Mission,Healthcare,Maharashtra,2026,95815.08,87.05,46.29,53.19,46.3,87.59,79.97,54.25,1100.69,24.63
ABDM Digital Health Mission,Healthcare,Tamil Nadu,2022,71604.07,82.57,47.21,69.16,57.11,84.78,74.03,76.59,867.19,39.5
ABDM Digital Health Mission,Healthcare,Tamil Nadu,2023,50182.17,264.88,60.16,53.23,141.0,48.78,85.76,27.47,189.45,75.05
ABDM Digital Health Mission,Healthcare,Tamil Nadu,2024,88576.25,323.65,70.05,89.04,288.18,69.72,95.67,24.31,273.68,256.6
ABDM Digital Health Mission,Healthcare,Tamil Nadu,2025,82189.94,44.74,56.2,66.76,29.87,79.99,56.47,40.49,1837.06,19.94
ABDM Digital Health Mission,Healthcare,Tamil Nadu,2026,103256.03,352.93,54.16,77.66,274.09,51.77,94.14,81.12,292.57,212.86
ABDM Digital Health Mission,Healthcare,Kerala,2022,66268.68,420.49,30.44,89.91,378.06,70.35,77.58,79.62,157.6,339.91
ABDM Digital Health Mission,Healthcare,Kerala,2023,84663.91,164.67,24.91,84.93,139.85,61.5,87.77,38.78,514.14,118.77
ABDM Digital Health Mission,Healthcare,Kerala,2024,64958.95,359.42,62.53,67.6,242.97,66.58,68.09,75.67,180.73,164.25
ABDM Digital Health Mission,Healthcare,Kerala,2025,93920.39,48.51,51.9,85.45,41.45,79.7,61.91,79.35,1936.1,35.42
ABDM Digital Health Mission,Healthcare,Kerala,2026,81650.41,380.76,43.62,61.96,235.92,96.24,96.3,46.79,214.44,146.18
ABDM Digital Health Mission,Healthcare,Uttar Pradesh,2022,68070.93,285.26,24.36,89.12,254.22,43.83,50.92,73.54,238.63,226.56
ABDM Digital Health Mission,Healthcare,Uttar Pradesh,2023,77452.45,362.73,0.31,78.04,283.07,66.75,35.09,98.01,213.53,220.91
ABDM Digital Health Mission,Healthcare,Uttar Pradesh,2024,65437.78,366.19,3.47,52.72,193.06,79.94,64.6,79.82,178.7,101.78
ABDM Digital Health Mission,Healthcare,Uttar Pradesh,2025,54141.96,172.21,83.5,62.54,107.7,68.91,98.26,23.89,314.39,67.36
ABDM Digital Health Mission,Healthcare,Uttar Pradesh,2026,80507.46,460.64,4.27,56.86,261.92,93.44,56.31,71.7,174.77,148.93
ABDM Digital Health Mission,Healthcare,Bihar,2022,78824.72,11.01,31.95,90.23,9.93,55.64,48.68,68.45,7159.38,8.96
ABDM Digital Health Mission,Healthcare,Bihar,2023,80788.54,179.81,27.56,98.58,177.26,82.62,67.14,22.41,449.3,174.74
ABDM Digital Health Mission,Healthcare,Bihar,2024,56943.3,41.24,27.21,82.97,34.22,92.67,93.59,90.5,1380.78,28.39
ABDM Digital Health Mission,Healthcare,Bihar,2025,99561.93,252.88,5.4,83.87,212.09,94.2,90.37,37.28,393.71,177.88
ABDM Digital Health Mission,Healthcare,Bihar,2026,103608.84,493.5,3.97,81.2,400.72,94.1,66.81,96.46,209.95,325.38
ABDM Digital Health Mission,Healthcare,Rajasthan,2022,92835.86,499.53,40.09,62.51,312.26,97.43,60.63,40.31,185.85,195.19
ABDM Digital Health Mission,Healthcare,Rajasthan,2023,51519.8,281.79,43.14,82.68,232.98,77.22,52.6,78.72,182.83,192.63
ABDM Digital Health Mission,Healthcare,Rajasthan,2024,78472.38,427.57,51.3,55.97,239.31,86.94,84.65,68.89,183.53,133.94
ABDM Digital Health Mission,Healthcare,Rajasthan,2025,80179.64,311.34,32.07,96.59,300.72,67.95,58.28,58.6,257.53,290.47
ABDM Digital Health Mission,Healthcare,Rajasthan,2026,87740.92,221.6,56.38,95.48,211.58,56.97,73.56,78.84,395.94,202.02
ABDM Digital Health Mission,Healthcare,Gujarat,2022,58873.77,114.76,40.19,88.39,101.44,40.31,63.27,75.27,513.02,89.66
ABDM Digital Health Mission,Healthcare,Gujarat,2023,81598.18,407.99,45.7,75.65,308.64,58.31,77.02,80.12,200.0,233.49
ABDM Digital Health Mission,Healthcare,Gujarat,2024,84857.75,291.69,12.43,92.7,270.4,43.06,54.79,42.64,290.92,250.66
ABDM Digital Health Mission,Healthcare,Gujarat,2025,100252.07,89.28,35.95,81.7,72.94,47.81,92.87,20.15,1122.9,59.59
ABDM Digital Health Mission,Healthcare,Gujarat,2026,99838.69,113.63,59.62,59.76,67.91,55.46,30.18,49.27,878.63,40.58
ABDM Digital Health Mission,Healthcare,Punjab,2022,75755.42,178.8,81.97,84.88,151.77,71.44,69.09,81.99,423.69,128.82
ABDM Digital Health Mission,Healthcare,Punjab,2023,82129.34,134.57,35.25,79.52,107.01,67.38,88.77,71.05,610.31,85.09
ABDM Digital Health Mission,Healthcare,Punjab,2024,90870.44,165.11,62.5,78.84,130.17,70.02,74.0,24.8,550.36,102.63
ABDM Digital Health Mission,Healthcare,Punjab,2025,83719.2,138.59,0.62,54.15,75.05,47.2,30.33,41.97,604.08,40.64
ABDM Digital Health Mission,Healthcare,Punjab,2026,87981.2,34.98,83.71,94.44,33.04,55.7,65.16,25.17,2515.19,31.2
ABDM Digital Health Mission,Healthcare,West Bengal,2022,75028.78,163.54,35.0,52.65,86.1,86.39,77.51,89.6,458.78,45.33
ABDM Digital Health Mission,Healthcare,West Bengal,2023,64280.5,178.85,48.55,97.78,174.88,65.87,63.34,42.94,359.41,171.0
ABDM Digital Health Mission,Healthcare,West Bengal,2024,56997.81,440.62,64.62,78.49,345.84,45.14,49.67,32.49,129.36,271.45
ABDM Digital Health Mission,Healthcare,West Bengal,2025,83499.62,484.99,41.9,79.48,385.47,54.63,30.16,61.83,172.17,306.37
ABDM Digital Health Mission,Healthcare,West Bengal,2026,76294.69,484.94,-1.21,50.4,244.41,72.68,68.21,91.72,157.33,123.18
ABDM Digital Health Mission,Healthcare,Madhya Pradesh,2022,57474.54,442.98,76.98,92.26,408.69,74.93,41.18,38.16,129.75,377.06
ABDM Digital Health Mission,Healthcare,Madhya Pradesh,2023,93711.98,320.74,54.45,70.55,226.28,66.88,98.27,21.26,292.17,159.64
ABDM Digital Health Mission,Healthcare,Madhya Pradesh,2024,51298.28,340.07,82.9,92.72,315.31,63.24,89.63,45.89,150.85,292.36
ABDM Digital Health Mission,Healthcare,Madhya Pradesh,2025,85176.35,232.5,22.1,50.36,117.09,68.31,65.12,78.61,366.35,58.97
ABDM Digital Health Mission,Healthcare,Madhya Pradesh,2026,76948.96,56.63,55.76,79.1,44.79,55.56,47.76,74.1,1358.8,35.43
ABDM Digital Health Mission,Healthcare,Odisha,2022,103598.49,436.09,57.01,93.9,409.49,90.21,72.64,21.16,237.56,384.51
ABDM Digital Health Mission,Healthcare,Odisha,2023,88783.78,462.73,4.2,78.49,363.2,70.56,30.98,98.96,191.87,285.08
ABDM Digital Health Mission,Healthcare,Odisha,2024,81175.02,127.79,38.61,97.82,125.0,81.72,98.5,52.52,635.22,122.28
ABDM Digital Health Mission,Healthcare,Odisha,2025,82888.31,253.48,52.51,99.18,251.4,50.36,34.19,43.02,327.0,249.34
ABDM Digital Health Mission,Healthcare,Odisha,2026,102037.49,475.33,52.86,99.61,473.48,55.24,89.21,99.92,214.67,471.63
ABDM Digital Health Mission,Healthcare,Assam,2022,96128.96,59.11,17.94,63.75,37.68,72.95,93.31,96.76,1626.27,24.02
ABDM Digital Health Mission,Healthcare,Assam,2023,80899.72,90.91,18.45,97.42,88.56,84.14,32.78,84.65,889.89,86.28
ABDM Digital Health Mission,Healthcare,Assam,2024,83211.34,150.72,72.64,76.77,115.71,97.87,77.33,23.58,552.09,88.83
ABDM Digital Health Mission,Healthcare,Assam,2025,54874.66,419.91,67.66,60.22,252.87,79.4,73.1,36.77,130.68,152.28
ABDM Digital Health Mission,Healthcare,Assam,2026,80559.1,330.92,33.46,57.86,191.47,91.3,94.07,49.17,243.44,110.78
ABDM Digital Health Mission,Healthcare,Telangana,2022,89578.78,242.95,66.21,83.82,203.64,68.61,87.47,78.5,368.71,170.69
ABDM Digital Health Mission,Healthcare,Telangana,2023,95444.86,201.01,76.73,56.14,112.85,74.38,44.03,84.05,474.83,63.35
ABDM Digital Health Mission,Healthcare,Telangana,2024,77933.24,54.82,6.95,66.24,36.31,40.38,92.72,30.71,1421.62,24.05
ABDM Digital Health Mission,Healthcare,Telangana,2025,101609.37,334.92,60.29,66.23,221.82,42.84,83.94,32.89,303.38,146.91
ABDM Digital Health Mission,Healthcare,Telangana,2026,78092.37,409.31,73.43,75.01,307.02,72.15,50.25,37.34,190.79,230.3
ABDM Digital Health Mission,Healthcare,Andhra Pradesh,2022,76142.96,178.86,69.23,54.65,97.75,57.6,30.16,79.21,425.71,53.42
ABDM Digital Health Mission,Healthcare,Andhra Pradesh,2023,51899.47,126.07,15.09,76.64,96.62,64.76,46.07,86.28,411.67,74.05
ABDM Digital Health Mission,Healthcare,Andhra Pradesh,2024,69598.83,370.94,80.96,79.24,293.93,72.25,53.86,26.41,187.63,232.91
ABDM Digital Health Mission,Healthcare,Andhra Pradesh,2025,68964.7,20.86,0.76,71.81,14.98,76.73,69.54,41.27,3306.07,10.76
ABDM Digital Health Mission,Healthcare,Andhra Pradesh,2026,85572.89,312.78,79.53,58.23,182.13,55.94,33.67,83.69,273.59,106.05
Samagra Shiksha,Education,Karnataka,2022,55534.52,497.29,-3.72,73.97,367.85,54.86,35.32,41.92,111.67,272.1
Samagra Shiksha,Education,Karnataka,2023,107104.53,83.52,67.92,54.42,45.45,96.53,52.89,53.42,1282.38,24.73
Samagra Shiksha,Education,Karnataka,2024,112872.18,365.56,16.44,81.56,298.15,54.28,39.52,82.76,308.77,243.17
Samagra Shiksha,Education,Karnataka,2025,109751.64,217.48,38.03,93.81,204.02,95.73,66.62,67.67,504.65,191.39
Samagra Shiksha,Education,Karnataka,2026,113345.62,204.38,13.09,51.98,106.24,73.19,85.98,67.43,554.58,55.22
Samagra Shiksha,Education,Maharashtra,2022,85298.39,57.03,45.82,82.17,46.86,40.99,85.29,77.09,1495.68,38.5
Samagra Shiksha,Education,Maharashtra,2023,111363.95,498.08,18.38,88.98,443.19,94.32,78.41,34.91,223.59,394.35
Samagra Shiksha,Education,Maharashtra,2024,92425.75,22.38,73.13,76.14,17.04,66.68,65.36,22.68,4129.84,12.97
Samagra Shiksha,Education,Maharashtra,2025,78820.63,46.78,59.3,92.93,43.47,78.33,69.48,75.36,1684.92,40.4
Samagra Shiksha,Education,Maharashtra,2026,72967.7,288.03,49.01,99.83,287.54,55.21,47.87,93.41,253.33,287.05
Samagra Shiksha,Education,Tamil Nadu,2022,88481.13,118.11,9.73,70.14,82.84,96.52,54.69,57.32,749.14,58.1
Samagra Shiksha,Education,Tamil Nadu,2023,98180.86,134.59,47.07,69.17,93.1,80.23,46.11,64.99,729.48,64.4
Samagra Shiksha,Education,Tamil Nadu,2024,112121.95,197.9,29.11,79.94,158.2,90.45,63.67,82.4,566.56,126.47
Samagra Shiksha,Education,Tamil Nadu,2025,112361.75,241.94,22.66,61.78,149.47,53.92,59.5,77.7,464.42,92.34
Samagra Shiksha,Education,Tamil Nadu,2026,88004.98,150.74,7.0,92.17,138.94,59.12,98.7,54.36,583.82,128.06
Samagra Shiksha,Education,Kerala,2022,72560.01,336.76,33.07,69.82,235.13,73.07,76.64,27.61,215.47,164.17
Samagra Shiksha,Education,Kerala,2023,100581.45,26.11,74.31,79.21,20.68,96.47,52.82,48.35,3852.22,16.38
Samagra Shiksha,Education,Kerala,2024,71797.65,369.08,9.95,74.62,275.41,76.44,86.04,61.74,194.53,205.51
Samagra Shiksha,Education,Kerala,2025,112837.06,438.21,57.1,83.04,363.89,67.55,74.66,27.81,257.5,302.17
Samagra Shiksha,Education,Kerala,2026,90144.18,243.78,35.41,71.55,174.42,90.63,64.38,23.98,369.78,124.8
Samagra Shiksha,Education,Uttar Pradesh,2022,75471.09,171.36,15.07,67.77,116.13,72.0,50.2,88.35,440.42,78.7
Samagra Shiksha,Education,Uttar Pradesh,2023,63293.44,244.05,16.83,64.98,158.58,78.16,72.2,35.9,259.35,103.05
Samagra Shiksha,Education,Uttar Pradesh,2024,105740.42,386.5,9.81,50.22,194.1,65.98,91.31,99.96,273.58,97.48
Samagra Shiksha,Education,Uttar Pradesh,2025,108517.83,483.13,10.1,61.03,294.85,55.0,41.89,51.08,224.61,179.95
Samagra Shiksha,Education,Uttar Pradesh,2026,81590.59,487.26,25.34,91.51,445.89,75.89,44.97,29.32,167.45,408.03
Samagra Shiksha,Education,Bihar,2022,61530.92,143.87,65.12,82.65,118.91,68.68,81.85,61.25,427.68,98.28
Samagra Shiksha,Education,Bihar,2023,108166.39,236.14,42.2,89.74,211.91,95.01,68.41,91.04,458.06,190.17
Samagra Shiksha,Education,Bihar,2024,81802.85,355.93,67.17,79.13,281.65,78.48,31.45,32.35,229.83,222.87
Samagra Shiksha,Education,Bihar,2025,92933.15,221.52,78.5,92.11,204.04,62.84,98.76,27.29,419.52,187.94
Samagra Shiksha,Education,Bihar,2026,98626.6,118.91,52.49,69.64,82.81,91.01,67.81,98.98,829.42,57.67
Samagra Shiksha,Education,Rajasthan,2022,76782.78,250.22,35.25,71.72,179.46,70.36,77.87,81.38,306.86,128.71
Samagra Shiksha,Education,Rajasthan,2023,55859.79,292.67,40.43,74.19,217.13,70.53,68.55,29.2,190.86,161.09
Samagra Shiksha,Education,Rajasthan,2024,89343.72,78.96,8.87,87.83,69.35,67.1,60.98,25.04,1131.51,60.91
Samagra Shiksha,Education,Rajasthan,2025,79203.24,464.7,33.68,85.07,395.32,58.34,71.78,73.82,170.44,336.3
Samagra Shiksha,Education,Rajasthan,2026,93572.66,294.64,28.82,80.83,238.16,92.1,45.9,62.87,317.58,192.5
Samagra Shiksha,Education,Gujarat,2022,106590.01,444.99,47.84,78.08,347.45,47.19,60.82,23.59,239.53,271.29
Samagra Shiksha,Education,Gujarat,2023,112830.29,417.95,74.46,81.4,340.21,71.9,54.01,29.91,269.96,276.93
Samagra Shiksha,Education,Gujarat,2024,110153.4,353.82,10.27,81.69,289.04,87.83,94.78,67.78,311.33,236.12
Samagra Shiksha,Education,Gujarat,2025,109554.88,432.22,5.4,77.17,333.54,60.89,36.61,46.38,253.47,257.39
Samagra Shiksha,Education,Gujarat,2026,71629.45,135.33,50.37,53.69,72.66,88.32,64.33,72.82,529.29,39.01
Samagra Shiksha,Education,Punjab,2022,93816.94,327.9,72.86,79.03,259.14,58.78,54.4,23.62,286.11,204.8
Samagra Shiksha,Education,Punjab,2023,99607.76,331.19,6.11,59.57,197.29,83.68,34.66,60.47,300.76,117.53
Samagra Shiksha,Education,Punjab,2024,109859.23,485.94,4.55,97.8,475.25,86.19,77.88,69.58,226.08,464.79
Samagra Shiksha,Education,Punjab,2025,109114.84,458.45,58.91,60.99,279.61,81.46,62.65,25.12,238.01,170.53
Samagra Shiksha,Education,Punjab,2026,55570.75,394.45,4.53,61.2,241.4,42.3,62.73,63.64,140.88,147.74
Samagra Shiksha,Education,West Bengal,2022,65751.98,210.27,57.25,82.37,173.2,80.76,95.74,54.25,312.7,142.66
Samagra Shiksha,Education,West Bengal,2023,75032.42,205.22,25.45,69.78,143.2,45.12,55.61,34.66,365.62,99.92
Samagra Shiksha,Education,West Bengal,2024,89283.11,204.09,55.46,73.46,149.92,78.87,63.48,68.49,437.47,110.13
Samagra Shiksha,Education,West Bengal,2025,74478.91,53.29,1.89,92.23,49.15,71.43,79.49,92.43,1397.62,45.33
Samagra Shiksha,Education,West Bengal,2026,83093.85,310.02,81.01,95.69,296.66,59.88,39.88,37.75,268.03,283.87
Samagra Shiksha,Education,Madhya Pradesh,2022,77391.64,416.84,-3.13,94.46,393.75,68.57,66.37,27.85,185.66,371.94
Samagra Shiksha,Education,Madhya Pradesh,2023,104097.58,45.68,66.2,62.62,28.6,70.04,36.97,29.62,2278.84,17.91
Samagra Shiksha,Education,Madhya Pradesh,2024,79502.61,438.12,33.56,57.33,251.17,50.11,39.19,98.61,181.46,144.0
Samagra Shiksha,Education,Madhya Pradesh,2025,113175.46,155.33,28.94,58.83,91.38,62.54,67.84,33.81,728.61,53.76
Samagra Shiksha,Education,Madhya Pradesh,2026,113465.65,277.89,24.12,59.7,165.9,78.14,76.66,47.55,408.31,99.04
Samagra Shiksha,Education,Odisha,2022,100428.64,317.22,14.7,82.49,261.67,76.46,71.2,53.77,316.59,215.85
Samagra Shiksha,Education,Odisha,2023,110806.9,122.96,56.2,95.66,117.62,51.35,59.19,58.65,901.16,112.52
Samagra Shiksha,Education,Odisha,2024,63161.55,301.87,12.46,89.55,270.32,80.65,34.6,36.44,209.23,242.07
Samagra Shiksha,Education,Odisha,2025,64346.0,26.22,20.51,83.06,21.78,91.59,62.04,81.77,2454.08,18.09
Samagra Shiksha,Education,Odisha,2026,68292.8,56.48,38.82,60.59,34.22,95.51,96.59,91.7,1209.15,20.73
Samagra Shiksha,Education,Assam,2022,62551.53,231.99,50.94,62.39,144.74,40.86,64.85,69.71,269.63,90.3
Samagra Shiksha,Education,Assam,2023,104494.34,261.63,61.38,52.2,136.57,85.59,90.26,43.17,399.4,71.29
Samagra Shiksha,Education,Assam,2024,74061.93,140.06,-1.63,83.6,117.09,84.74,85.75,30.24,528.79,97.89
Samagra Shiksha,Education,Assam,2025,74156.13,11.06,-3.78,82.41,9.11,67.99,73.93,45.9,6704.89,7.51
Samagra Shiksha,Education,Assam,2026,68899.66,390.89,-0.43,89.36,349.3,44.1,43.4,45.43,176.26,312.13
Samagra Shiksha,Education,Telangana,2022,94375.08,103.05,69.05,64.79,66.77,59.12,92.36,92.87,915.82,43.26
Samagra Shiksha,Education,Telangana,2023,103637.7,226.75,73.95,78.76,178.59,77.2,37.98,44.13,457.06,140.66
Samagra Shiksha,Education,Telangana,2024,110908.58,85.45,19.47,76.23,65.14,89.97,85.65,86.82,1297.94,49.66
Samagra Shiksha,Education,Telangana,2025,99540.14,362.19,82.98,53.76,194.71,45.69,51.55,69.77,274.83,104.68
Samagra Shiksha,Education,Telangana,2026,95978.25,424.07,9.58,83.91,355.84,85.68,51.79,35.87,226.33,298.59
Samagra Shiksha,Education,Andhra Pradesh,2022,108371.2,162.68,14.69,55.12,89.67,92.79,32.61,86.21,666.16,49.43
Samagra Shiksha,Education,Andhra Pradesh,2023,72525.07,215.47,40.56,73.53,158.44,65.91,90.25,44.08,336.59,116.5
Samagra Shiksha,Education,Andhra Pradesh,2024,87464.2,432.45,-2.23,97.62,422.16,88.68,79.05,81.45,202.25,412.11
Samagra Shiksha,Education,Andhra Pradesh,2025,95903.51,295.7,16.23,75.47,223.16,79.93,97.64,71.91,324.33,168.42
Samagra Shiksha,Education,Andhra Pradesh,2026,57074.8,152.07,39.89,94.37,143.51,91.67,56.27,84.74,375.32,135.43
PM SHRI Schools,Education,Karnataka,2022,77812.2,108.86,63.49,79.24,86.26,85.25,30.46,97.26,714.79,68.35
PM SHRI Schools,Education,Karnataka,2023,69980.57,151.09,10.51,80.54,121.69,52.8,73.69,70.54,463.17,98.01
PM SHRI Schools,Education,Karnataka,2024,60801.49,182.33,59.35,73.95,134.83,51.84,48.01,97.07,333.47,99.71
PM SHRI Schools,Education,Karnataka,2025,82695.28,249.16,45.46,98.36,245.07,46.81,83.05,50.61,331.9,241.05
PM SHRI Schools,Education,Karnataka,2026,49457.93,261.16,12.0,84.08,219.58,82.55,67.51,89.34,189.38,184.62
PM SHRI Schools,Education,Maharashtra,2022,47158.16,391.95,44.82,79.72,312.46,63.32,47.56,98.45,120.32,249.09
PM SHRI Schools,Education,Maharashtra,2023,59392.67,306.25,42.62,58.29,178.51,89.63,58.28,99.93,193.94,104.05
PM SHRI Schools,Education,Maharashtra,2024,67025.93,452.85,32.6,51.97,235.35,73.34,86.31,47.64,148.01,122.31
PM SHRI Schools,Education,Maharashtra,2025,56549.13,129.0,-0.97,90.37,116.58,41.2,83.81,85.96,438.37,105.35
PM SHRI Schools,Education,Maharashtra,2026,76358.69,344.5,77.28,98.1,337.95,50.12,62.72,24.94,221.65,331.53
PM SHRI Schools,Education,Tamil Nadu,2022,82510.44,16.86,75.71,67.07,11.31,43.4,91.14,42.43,4893.86,7.59
PM SHRI Schools,Education,Tamil Nadu,2023,82982.5,234.83,51.65,54.39,127.72,48.7,48.99,80.7,353.37,69.47
PM SHRI Schools,Education,Tamil Nadu,2024,78960.65,199.54,37.12,96.81,193.17,96.66,74.53,64.28,395.71,187.01
PM SHRI Schools,Education,Tamil Nadu,2025,41909.74,232.39,42.36,64.63,150.19,52.87,44.3,43.83,180.34,97.07
PM SHRI Schools,Education,Tamil Nadu,2026,69975.02,299.82,73.89,53.66,160.88,55.35,46.87,56.69,233.39,86.33
PM SHRI Schools,Education,Kerala,2022,78262.96,168.41,61.81,87.35,147.11,67.95,48.88,59.46,464.72,128.5
PM SHRI Schools,Education,Kerala,2023,54427.36,322.34,62.89,89.52,288.56,70.35,82.39,48.62,168.85,258.32
PM SHRI Schools,Education,Kerala,2024,57671.19,210.19,60.95,88.23,185.45,50.63,58.97,40.05,274.38,163.62
